hotel_id,snapshot_month,market_segment,region,star_rating,days_listed,is_new_partner,review_score,review_count,photo_count,content_completeness_score,has_virtual_tour,price_index_vs_compset,promo_depth_pct,inventory_availability_rate,mobile_conversion_rate,guest_response_rate_pct,cancellation_rate_pct,days_since_last_content_update,comp_set_size,underperforming
HTL-76165,7,Suburban,Northeast,3,397,0,3.75,53,38,58.3,0.0,1.068,8.8,64.5,3.87,79.6,33.8,230,6,0
HTL-76166,6,Airport,West,2,1199,0,2.44,90,27,49.3,0.0,0.95,20.4,49.3,2.76,99.1,12.2,143,23,1
HTL-76167,4,Urban Business,South,3,673,0,3.9,75,24,37.6,0.0,0.887,11.7,62.7,2.8,58.6,28.8,76,8,1
HTL-76168,8,Urban Business,Midwest,4,530,0,2.87,143,32,53.0,0.0,1.162,13.0,73.1,10.42,85.3,10.9,45,23,1
HTL-76169,5,Leisure Beach,International,3,1013,0,4.35,105,10,28.4,0.0,0.795,26.0,85.0,12.23,87.0,16.7,97,7,0
HTL-76170,9,Airport,International,3,189,0,3.77,38,41,75.0,0.0,0.832,9.6,72.0,9.76,84.1,44.4,606,25,0
HTL-76171,6,Airport,South,3,497,0,3.03,159,15,45.6,0.0,1.153,5.2,40.1,7.71,38.5,29.0,153,16,1
HTL-76172,4,Airport,Northeast,4,585,0,3.09,220,44,54.1,0.0,0.975,9.8,53.7,1.57,52.2,5.9,135,19,0
HTL-76173,7,Urban Business,International,4,278,0,4.84,91,15,36.7,0.0,1.232,8.2,86.6,7.95,92.1,14.0,155,14,0
HTL-76174,4,Airport,Northeast,5,662,0,4.67,182,6,51.3,0.0,1.159,19.6,80.6,,87.1,3.4,265,21,0
HTL-76175,1,Urban Business,West,3,655,0,3.43,158,21,41.1,1.0,1.097,19.6,83.4,6.13,98.8,28.4,11,15,0
HTL-76176,7,Resort/Destination,Northeast,3,597,0,,82,38,86.5,1.0,0.819,23.4,68.3,6.47,84.2,14.7,140,7,0
HTL-76177,10,Leisure Beach,International,4,1017,0,3.74,317,13,42.1,1.0,1.169,13.7,73.8,3.89,69.5,12.2,14,13,0
HTL-76178,10,Suburban,Northeast,4,672,0,3.08,153,22,51.5,0.0,0.921,1.4,43.1,5.69,74.5,20.7,31,25,1
HTL-76179,5,Resort/Destination,West,4,57,1,3.48,6,42,61.9,0.0,0.958,2.0,57.9,0.97,85.8,28.6,42,22,1
HTL-76180,7,Leisure Beach,South,3,799,0,2.75,25,40,42.9,0.0,0.765,13.1,31.5,1.77,86.5,6.0,270,17,0
HTL-76181,10,Leisure Beach,West,3,785,0,3.37,122,32,84.7,1.0,1.323,5.9,71.1,12.95,94.9,9.7,30,15,0
HTL-76182,2,Leisure Beach,Northeast,3,636,0,2.25,76,12,35.7,0.0,1.244,22.9,94.1,3.66,84.3,34.5,22,8,0
HTL-76183,3,Urban Business,Northeast,4,929,0,3.99,170,35,43.9,1.0,0.961,15.0,41.6,5.95,58.6,26.8,129,8,1
HTL-76184,1,Suburban,Midwest,3,345,0,3.1,167,22,31.7,0.0,0.605,1.1,47.4,6.1,77.4,33.2,291,6,0
HTL-76185,6,Resort/Destination,West,5,252,0,4.88,31,31,30.0,1.0,1.253,17.4,72.5,3.96,86.1,42.4,241,12,1
HTL-76186,7,Airport,Northeast,3,94,1,3.13,11,29,56.9,0.0,1.333,18.3,75.7,,85.9,9.7,71,9,0
HTL-76187,7,Resort/Destination,South,4,806,0,2.57,40,23,34.6,1.0,1.019,3.6,91.2,4.5,95.4,13.4,22,21,1
HTL-76188,3,Urban Business,South,1,245,0,1.4,22,14,71.2,1.0,0.581,5.8,74.9,1.24,45.7,25.9,20,10,0
HTL-76189,6,Urban Business,West,4,511,0,4.09,42,40,53.7,1.0,0.886,18.0,76.6,7.55,81.5,3.8,458,9,0
HTL-76190,1,Urban Business,International,1,622,0,2.13,45,25,73.0,0.0,1.243,14.4,76.8,2.58,96.1,34.1,8,16,0
HTL-76191,3,Suburban,International,3,638,0,2.83,50,39,44.2,0.0,0.875,6.9,66.0,1.29,92.0,7.5,24,13,0
HTL-76192,11,Suburban,International,3,856,0,2.59,245,3,43.9,0.0,0.808,11.4,78.3,15.0,84.1,11.9,30,25,0
HTL-76193,3,Airport,West,4,447,0,3.38,27,20,45.4,0.0,0.852,25.8,61.7,6.87,80.5,4.0,124,18,1
HTL-76194,9,Urban Business,Midwest,4,1622,0,3.31,292,36,34.5,0.0,1.264,2.7,50.3,0.77,95.2,7.9,278,18,1
HTL-76195,8,Suburban,International,3,579,0,4.03,18,18,52.4,0.0,0.888,4.7,55.7,6.51,85.9,12.0,1,22,0
HTL-76196,4,Urban Business,West,3,1126,0,3.38,91,26,76.7,0.0,0.861,17.3,54.4,7.33,83.8,22.6,78,20,0
HTL-76197,1,Urban Business,Northeast,2,154,1,,22,23,42.7,0.0,0.757,4.5,84.9,4.34,91.4,19.6,229,15,0
HTL-76198,2,Airport,Midwest,2,259,0,1.15,118,17,37.3,0.0,1.235,18.9,54.8,6.17,61.4,16.7,61,17,1
HTL-76199,8,Resort/Destination,South,4,1264,0,3.34,46,36,79.2,0.0,1.078,12.6,86.9,9.82,89.0,11.7,254,16,0
HTL-76200,12,Suburban,Northeast,4,1102,0,4.01,127,40,63.5,0.0,0.775,25.1,68.8,10.87,80.2,15.5,334,12,0
HTL-76201,1,Urban Business,Northeast,3,623,0,3.22,113,47,49.0,0.0,1.382,4.3,78.3,12.16,89.2,3.9,57,6,1
HTL-76202,11,Leisure Beach,International,4,83,1,,17,41,63.3,1.0,1.012,7.7,90.4,7.62,96.3,27.6,276,7,1
HTL-76203,6,Resort/Destination,South,4,352,0,3.24,89,40,48.4,0.0,1.132,7.6,60.0,6.6,62.6,34.0,1,10,1
HTL-76204,10,Suburban,Midwest,3,477,0,3.66,84,24,55.5,0.0,1.039,9.0,64.4,3.15,77.2,9.8,14,12,1
HTL-76205,10,Airport,Midwest,3,825,0,,108,28,50.4,0.0,1.013,11.5,56.5,1.6,83.7,20.1,73,11,1
HTL-76206,8,Leisure Beach,South,4,1244,0,3.6,25,24,32.0,0.0,1.238,14.1,78.2,7.0,94.2,35.7,66,16,1
HTL-76207,11,Leisure Beach,Midwest,1,415,0,2.79,108,10,35.1,0.0,1.003,2.5,64.4,11.92,67.6,33.5,92,23,0
HTL-76208,7,Suburban,South,4,1361,0,3.78,186,10,47.1,1.0,1.029,7.9,66.1,11.47,91.7,11.8,239,13,1
HTL-76209,11,Airport,Northeast,4,304,0,4.31,80,33,66.0,0.0,1.039,9.4,67.2,1.42,72.6,18.9,12,15,0
HTL-76210,4,Resort/Destination,South,4,475,0,3.73,70,35,43.8,0.0,0.917,2.1,65.5,4.33,97.4,19.7,230,18,1
HTL-76211,12,Suburban,Northeast,4,1123,0,3.63,291,29,47.2,0.0,1.195,8.0,49.3,,64.9,37.6,46,12,1
HTL-76212,12,Resort/Destination,West,3,162,1,3.91,18,17,17.0,1.0,0.935,16.6,90.1,4.97,86.9,23.9,43,8,0
HTL-76213,8,Airport,South,2,191,0,2.63,58,34,37.4,0.0,1.168,12.0,66.9,10.99,84.4,23.7,436,19,0
HTL-76214,9,Airport,Midwest,4,162,1,3.54,24,15,48.6,,0.798,10.5,70.5,8.24,65.5,45.0,400,5,0
HTL-76215,3,Resort/Destination,West,4,152,1,,23,41,73.3,1.0,0.963,14.4,87.1,2.92,76.1,11.3,86,23,0
HTL-76216,10,Urban Business,South,3,653,0,3.5,157,29,67.9,0.0,1.045,10.9,83.9,,85.2,14.0,228,14,0
HTL-76217,11,Urban Business,Northeast,2,466,0,3.03,17,24,72.6,1.0,0.909,12.5,59.5,10.15,95.7,11.7,386,12,0
HTL-76218,12,Urban Business,West,5,598,0,3.52,61,47,43.6,0.0,0.809,21.5,77.8,4.96,46.7,3.7,36,12,0
HTL-76219,7,Suburban,South,3,535,0,3.59,92,33,53.3,0.0,0.55,20.8,89.0,9.42,71.9,13.8,111,20,0
HTL-76220,7,Airport,International,4,351,0,3.44,107,22,80.6,0.0,0.865,16.8,40.8,3.65,95.0,19.1,124,18,0
HTL-76221,6,Urban Business,Northeast,5,74,1,3.73,12,27,42.3,0.0,1.153,1.4,85.3,6.17,93.4,14.0,25,9,1
HTL-76222,1,Suburban,Northeast,3,580,0,3.47,36,34,62.7,1.0,1.064,16.0,52.8,9.31,55.7,27.6,279,24,0
HTL-76223,4,Suburban,Midwest,3,98,1,2.8,46,24,51.4,1.0,1.131,15.1,93.4,8.56,78.4,15.3,51,5,1
HTL-76224,11,Suburban,Northeast,5,64,1,,5,7,41.4,0.0,1.086,5.4,68.5,2.4,50.9,43.6,437,7,0
HTL-76225,11,Leisure Beach,West,3,456,0,2.76,35,17,39.1,0.0,0.737,21.0,77.5,3.27,55.9,17.9,280,22,0
HTL-76226,1,Urban Business,West,4,612,0,3.26,64,34,15.5,0.0,0.796,5.4,53.1,7.65,89.7,18.9,11,24,0
HTL-76227,10,Urban Business,South,3,497,0,2.97,56,39,48.9,0.0,1.025,15.5,90.7,,65.9,12.7,10,25,0
HTL-76228,7,Urban Business,West,4,76,1,4.26,6,28,68.0,0.0,1.034,15.2,73.6,12.92,91.6,9.6,71,18,0
HTL-76229,5,Urban Business,South,3,754,0,3.06,62,35,52.0,0.0,0.979,9.4,61.7,1.06,58.3,21.4,21,7,1
HTL-76230,5,Leisure Beach,Northeast,4,318,0,3.81,6,18,38.7,0.0,0.854,11.9,74.2,8.54,59.2,32.6,100,24,1
HTL-76231,6,Suburban,International,3,70,1,2.63,20,26,52.8,,1.064,1.0,75.5,2.7,52.0,25.0,385,24,1
HTL-76232,12,Suburban,Midwest,3,827,0,3.97,108,10,42.8,0.0,0.717,19.2,57.3,4.18,76.8,20.0,142,6,0
HTL-76233,11,Suburban,International,3,127,1,3.46,5,33,46.6,1.0,0.987,11.5,71.3,5.95,63.8,32.7,0,7,0
HTL-76234,7,Urban Business,Northeast,5,1282,0,5.0,524,17,74.1,0.0,0.956,2.3,58.5,2.25,78.4,8.2,597,23,0
HTL-76235,12,Suburban,Northeast,5,1086,0,4.1,61,26,57.8,0.0,0.892,19.1,85.4,4.83,66.9,32.8,45,5,0
HTL-76236,6,Urban Business,West,5,909,0,3.94,379,25,71.4,0.0,0.884,18.2,51.2,2.32,97.3,4.8,74,12,0
HTL-76237,10,Suburban,West,4,224,0,2.81,35,13,33.0,0.0,0.895,11.6,74.6,13.77,97.6,21.0,6,17,1
HTL-76238,4,Airport,West,1,2545,0,2.79,177,18,16.7,0.0,0.987,19.1,81.0,4.24,76.4,26.6,82,5,0
HTL-76239,10,Suburban,International,2,370,0,3.05,71,28,35.4,0.0,1.218,18.0,91.3,1.95,78.2,10.6,288,19,1
HTL-76240,4,Leisure Beach,Midwest,4,463,0,3.67,81,24,54.2,0.0,0.871,9.7,74.3,10.36,75.9,16.8,199,24,1
HTL-76241,10,Leisure Beach,West,3,936,0,2.71,61,20,54.5,0.0,1.257,15.8,61.0,10.17,90.5,9.7,65,13,0
HTL-76242,4,Suburban,Northeast,4,690,0,3.87,34,15,45.8,1.0,1.104,21.2,85.2,5.78,80.7,22.1,289,12,0
HTL-76243,8,Resort/Destination,West,4,842,0,3.41,39,3,38.2,0.0,1.426,3.3,46.6,2.36,91.9,38.5,586,22,1
HTL-76244,4,Suburban,Northeast,3,285,0,3.89,44,13,37.7,1.0,0.634,26.8,56.0,4.82,97.5,9.0,12,22,0
HTL-76245,10,Urban Business,Northeast,4,324,0,3.83,74,36,43.3,1.0,1.124,7.4,73.2,4.33,95.0,32.6,493,16,1
HTL-76246,4,Airport,West,5,109,1,4.8,15,31,48.8,0.0,0.817,12.7,84.0,,81.6,1.0,45,22,0
HTL-76247,7,Urban Business,South,3,439,0,3.23,26,36,58.3,0.0,0.779,26.1,51.0,4.33,66.5,8.5,141,18,0
HTL-76248,11,Leisure Beach,West,4,1762,0,3.5,323,24,43.3,1.0,1.13,10.9,68.5,6.35,71.2,31.1,138,7,0
HTL-76249,1,Leisure Beach,South,4,430,0,3.65,47,35,89.4,0.0,0.898,3.8,62.8,4.68,74.2,20.8,13,10,0
HTL-76250,9,Suburban,Midwest,5,611,0,5.0,98,41,38.1,0.0,1.158,11.2,90.6,10.79,56.5,10.3,15,19,0
HTL-76251,10,Airport,Midwest,4,109,1,3.88,11,18,60.3,1.0,0.922,13.9,37.2,13.24,70.8,16.0,429,9,0
HTL-76252,5,Urban Business,South,3,610,0,3.44,34,23,39.7,0.0,1.037,7.8,60.0,,97.6,45.0,162,15,1
HTL-76253,6,Suburban,South,3,531,0,3.24,66,32,5.0,0.0,0.728,11.6,64.5,15.0,82.6,8.4,31,16,0
HTL-76254,2,Suburban,South,4,718,0,3.12,30,25,60.3,0.0,0.935,6.4,46.4,2.26,79.9,15.3,91,18,1
HTL-76255,6,Suburban,Northeast,3,371,0,3.2,15,8,45.9,0.0,0.897,16.4,58.3,,74.8,11.8,51,18,0
HTL-76256,6,Urban Business,Midwest,3,869,0,2.8,117,7,16.0,0.0,1.095,1.2,77.8,2.81,89.1,30.5,82,9,1
HTL-76257,7,Suburban,South,3,420,0,2.85,10,13,66.9,0.0,0.904,12.2,56.9,0.77,72.3,39.7,172,10,0
HTL-76258,10,Resort/Destination,South,3,392,0,3.94,111,7,39.3,0.0,0.929,7.1,67.5,1.81,71.5,16.1,373,6,0
HTL-76259,12,Urban Business,West,4,488,0,3.27,139,38,64.1,0.0,1.092,7.7,48.1,8.78,65.6,27.3,306,18,1
HTL-76260,4,Airport,International,4,1081,0,,208,21,44.1,0.0,1.063,25.8,67.2,2.4,90.1,10.3,3,9,0
HTL-76261,3,Suburban,West,4,278,0,4.66,77,14,52.5,,0.835,15.0,95.0,1.86,91.0,7.8,206,17,0
HTL-76262,10,Resort/Destination,West,3,353,0,3.4,17,27,60.9,1.0,1.214,17.1,66.1,3.65,75.2,20.8,107,7,1
HTL-76263,3,Leisure Beach,South,2,235,0,2.73,28,21,38.5,0.0,1.499,2.6,79.7,3.13,69.2,8.0,34,10,0
HTL-76264,8,Airport,Northeast,4,437,0,3.88,68,16,77.3,0.0,1.101,9.7,55.7,8.69,78.6,29.1,105,12,0
HTL-76265,5,Urban Business,West,5,184,0,4.62,42,22,42.1,0.0,1.171,10.7,49.2,2.99,59.1,4.6,33,17,0
HTL-76266,4,Leisure Beach,Midwest,4,354,0,3.4,112,20,49.5,0.0,0.87,7.7,48.6,,84.8,33.2,259,8,1
HTL-76267,1,Leisure Beach,West,3,180,0,3.02,21,16,51.3,0.0,0.986,8.3,55.0,11.02,53.5,12.6,100,15,1
HTL-76268,5,Suburban,Northeast,3,335,0,3.71,25,36,93.4,0.0,1.241,7.8,61.4,4.86,57.5,14.2,146,9,1
HTL-76269,7,Urban Business,West,4,280,0,3.21,8,20,40.8,1.0,1.314,30.7,93.6,2.27,58.4,12.3,337,12,0
HTL-76270,5,Leisure Beach,Northeast,3,835,0,4.51,232,21,67.4,0.0,0.92,19.2,41.7,6.82,46.0,31.7,37,6,0
HTL-76271,8,Resort/Destination,West,5,351,0,4.49,29,33,45.8,0.0,1.323,10.2,56.9,5.44,89.5,22.1,8,10,0
HTL-76272,10,Suburban,Northeast,3,351,0,3.08,27,36,86.1,0.0,1.017,20.6,77.5,11.8,88.5,14.3,64,11,0
HTL-76273,1,Suburban,West,3,162,1,3.73,25,34,51.0,0.0,1.248,9.2,69.7,8.93,75.7,30.8,24,14,0
HTL-76274,1,Urban Business,South,2,760,0,2.69,748,26,27.5,0.0,1.005,15.4,68.0,4.33,69.1,45.0,263,22,0
HTL-76275,2,Resort/Destination,Midwest,3,239,0,3.39,67,46,90.3,0.0,0.922,21.2,54.9,5.9,94.8,5.3,198,19,0
HTL-76276,7,Airport,Midwest,3,326,0,3.89,27,15,26.0,0.0,0.979,14.5,95.0,3.51,82.8,29.7,105,16,0
HTL-76277,4,Resort/Destination,Northeast,4,225,0,3.19,77,45,76.6,0.0,0.891,24.8,71.7,1.99,67.9,31.3,54,12,0
HTL-76278,2,Leisure Beach,Midwest,3,251,0,2.72,62,23,44.3,,0.84,28.7,38.5,4.98,69.1,45.0,135,23,0
HTL-76279,8,Urban Business,South,4,334,0,3.03,90,34,38.6,1.0,0.886,2.2,79.1,6.02,86.1,20.8,44,11,1
HTL-76280,8,Airport,South,2,1667,0,3.94,546,34,62.7,0.0,1.225,13.7,59.6,5.77,93.4,28.1,105,21,0
HTL-76281,4,Suburban,West,3,1060,0,3.69,167,29,55.9,,0.807,9.4,75.9,5.02,86.2,10.8,94,17,0
HTL-76282,9,Airport,International,3,845,0,3.78,189,43,41.4,0.0,0.772,13.2,71.2,2.21,84.2,5.9,225,8,0
HTL-76283,11,Urban Business,South,4,931,0,3.14,39,28,66.9,0.0,0.856,20.9,52.1,6.73,98.0,20.1,89,8,0
HTL-76284,7,Suburban,West,4,157,1,4.18,46,10,47.0,1.0,0.923,11.9,63.4,5.99,55.1,13.0,456,18,0
HTL-76285,4,Urban Business,Midwest,2,239,0,2.85,32,15,27.3,0.0,1.028,5.5,62.7,7.28,98.5,9.1,103,16,1
HTL-76286,9,Leisure Beach,West,4,630,0,4.58,79,27,26.3,0.0,0.757,16.0,80.6,3.57,83.8,16.6,4,22,0
HTL-76287,10,Resort/Destination,West,2,290,0,2.31,32,35,73.4,0.0,1.162,18.2,82.7,,95.2,23.0,258,25,0
HTL-76288,1,Airport,West,4,583,0,,209,3,60.2,1.0,0.963,12.5,91.4,9.33,88.5,15.6,6,8,0
HTL-76289,12,Urban Business,West,4,1081,0,4.28,131,38,48.2,0.0,1.039,17.7,36.7,6.88,94.9,18.0,438,10,0
HTL-76290,2,Suburban,West,5,587,0,4.36,116,42,61.2,0.0,0.893,19.5,86.4,,92.3,16.7,436,7,0
HTL-76291,3,Leisure Beach,West,5,277,0,3.73,32,10,21.8,1.0,1.192,8.0,74.2,2.51,77.6,17.1,260,18,0
HTL-76292,8,Leisure Beach,Midwest,3,896,0,2.58,644,12,60.2,0.0,1.092,5.9,77.5,2.35,85.5,30.1,107,19,0
HTL-76293,9,Urban Business,West,4,896,0,4.23,43,7,13.2,0.0,0.878,4.3,84.0,5.84,78.5,23.7,177,15,1
HTL-76294,10,Suburban,West,2,333,0,1.0,48,12,26.9,0.0,1.084,20.8,74.4,,62.4,35.6,50,6,1
HTL-76295,10,Suburban,Northeast,4,251,0,3.79,25,23,39.0,0.0,1.079,3.2,88.9,1.7,67.9,21.2,50,23,0
HTL-76296,12,Urban Business,Northeast,4,348,0,2.87,44,14,42.6,,1.282,7.2,55.9,,76.1,10.6,161,10,1
HTL-76297,8,Urban Business,West,5,745,0,4.32,130,24,38.7,1.0,0.649,6.6,81.3,1.24,27.5,9.2,121,5,0
HTL-76298,5,Leisure Beach,Northeast,5,262,0,4.38,70,21,36.5,0.0,1.025,17.9,52.4,4.07,72.1,24.5,9,18,1
HTL-76299,6,Suburban,South,3,373,0,2.9,60,14,28.4,0.0,0.948,4.5,81.7,5.67,75.4,8.3,31,9,1
HTL-76300,3,Urban Business,South,4,705,0,4.1,73,25,62.6,0.0,1.063,10.7,28.0,3.68,83.5,23.7,69,19,1
HTL-76301,4,Airport,West,5,323,0,5.0,112,22,56.2,0.0,1.031,10.1,74.9,5.27,61.6,30.1,33,11,0
HTL-76302,7,Suburban,West,3,217,0,3.04,33,34,46.1,0.0,0.909,22.0,67.0,6.09,90.5,9.8,20,15,0
HTL-76303,12,Urban Business,International,4,632,0,4.44,120,41,42.7,1.0,0.683,25.5,55.6,15.0,59.0,39.6,275,21,0
HTL-76304,3,Airport,International,5,410,0,3.51,16,46,49.8,0.0,1.458,2.3,53.3,2.95,72.2,22.5,163,24,1
HTL-76305,11,Suburban,International,5,377,0,3.98,52,27,32.9,1.0,1.01,14.1,93.1,1.68,94.4,9.7,25,8,0
HTL-76306,12,Leisure Beach,West,1,434,0,1.75,65,24,46.7,0.0,1.326,3.7,86.2,6.51,90.5,6.7,56,11,1
HTL-76307,12,Airport,Midwest,5,584,0,4.68,30,21,57.2,0.0,0.784,18.8,78.6,7.8,67.7,35.8,93,17,0
HTL-76308,3,Suburban,South,4,650,0,4.85,168,32,59.3,0.0,1.093,31.2,48.3,0.95,94.2,22.4,46,25,0
HTL-76309,10,Leisure Beach,South,4,630,0,3.15,47,39,56.5,1.0,0.98,8.5,79.7,9.13,82.5,15.5,116,8,0
HTL-76310,11,Urban Business,South,3,192,0,4.51,37,34,54.8,0.0,0.924,3.0,60.6,10.51,96.1,4.3,50,24,0
HTL-76311,5,Airport,South,4,166,1,4.29,22,21,50.2,1.0,0.918,2.8,62.7,2.96,89.0,45.0,14,13,1
HTL-76312,2,Urban Business,Northeast,3,1877,0,3.23,255,7,27.4,0.0,1.0,16.4,88.1,,85.6,17.7,129,9,0
HTL-76313,10,Leisure Beach,South,3,490,0,3.09,211,38,70.9,1.0,1.069,3.5,77.3,8.43,79.0,11.6,77,11,0
HTL-76314,7,Airport,Northeast,3,737,0,3.5,8,28,64.9,1.0,0.953,10.6,83.1,1.8,83.4,22.9,223,18,0
HTL-76315,10,Urban Business,International,5,476,0,4.26,90,29,39.8,0.0,1.129,12.5,74.0,6.0,78.3,17.8,138,21,1
HTL-76316,10,Resort/Destination,South,4,942,0,3.81,273,36,47.5,0.0,0.975,19.0,94.5,15.0,80.8,25.8,295,19,0
HTL-76317,1,Leisure Beach,Midwest,4,433,0,4.03,46,34,68.8,0.0,1.024,5.0,83.7,5.83,51.7,22.1,235,13,0
HTL-76318,10,Leisure Beach,International,3,196,0,2.22,42,8,30.6,0.0,0.853,21.1,73.2,1.36,64.5,29.2,345,16,1
HTL-76319,6,Suburban,Midwest,3,112,1,3.07,19,20,39.7,1.0,0.738,16.4,80.4,5.37,95.3,15.5,36,21,1
HTL-76320,9,Leisure Beach,Midwest,4,104,1,3.15,1,17,48.4,0.0,0.969,7.9,61.0,15.0,83.0,28.3,26,24,1
HTL-76321,8,Urban Business,South,3,520,0,3.17,48,20,41.6,1.0,1.134,21.1,83.3,,76.9,28.9,108,16,0
HTL-76322,2,Urban Business,West,4,721,0,3.66,270,46,73.2,0.0,1.324,14.1,95.0,6.25,66.6,28.2,76,19,0
HTL-76323,3,Leisure Beach,West,2,894,0,2.62,69,31,39.8,1.0,1.247,30.9,68.3,,98.3,15.8,26,16,0
HTL-76324,4,Resort/Destination,South,3,463,0,3.61,21,23,49.0,,0.594,5.4,79.6,3.62,56.3,41.8,111,15,0
HTL-76325,6,Urban Business,Northeast,4,1412,0,3.03,283,35,63.5,0.0,0.87,19.3,93.9,4.02,87.7,13.3,385,25,0
HTL-76326,2,Resort/Destination,Northeast,5,589,0,3.84,142,8,50.2,0.0,0.771,22.7,64.2,4.33,73.5,36.9,229,11,1
HTL-76327,2,Suburban,Northeast,3,350,0,3.55,38,24,23.1,1.0,0.636,6.4,59.5,,86.0,9.4,33,6,0
HTL-76328,7,Suburban,West,4,369,0,3.34,21,21,24.7,0.0,1.063,28.3,73.1,2.27,90.9,21.6,248,16,0
HTL-76329,6,Airport,West,3,498,0,3.29,52,29,51.4,1.0,0.806,9.6,67.6,3.9,58.3,23.5,74,16,0
HTL-76330,8,Urban Business,International,3,538,0,2.54,61,17,68.7,0.0,1.351,7.6,80.9,1.55,97.7,20.0,244,6,1
HTL-76331,11,Resort/Destination,Midwest,4,996,0,4.33,47,32,50.0,0.0,0.997,4.3,88.2,2.0,70.7,24.6,201,5,1
HTL-76332,5,Airport,South,3,1183,0,3.37,204,29,40.5,0.0,1.202,18.3,88.1,14.28,74.6,42.8,7,18,0
HTL-76333,6,Airport,West,4,1070,0,4.06,105,14,39.8,0.0,0.828,14.0,89.3,4.3,89.3,9.3,495,23,0
HTL-76334,6,Leisure Beach,West,4,88,1,,8,12,61.2,0.0,1.031,1.5,82.7,7.98,73.4,17.8,46,11,1
HTL-76335,10,Suburban,South,4,1179,0,4.89,74,22,21.7,0.0,0.881,6.5,59.9,3.9,88.4,3.8,539,8,1
HTL-76336,1,Suburban,International,2,441,0,2.05,95,32,57.5,1.0,0.918,23.4,62.6,7.82,90.5,9.6,842,15,1
HTL-76337,5,Urban Business,Midwest,4,171,1,3.08,67,3,49.7,0.0,1.124,11.9,79.5,5.61,33.6,18.7,8,24,0
HTL-76338,8,Urban Business,South,4,124,1,4.07,7,24,38.4,0.0,1.052,2.4,30.1,4.83,72.6,18.7,187,6,1
HTL-76339,3,Airport,West,3,254,0,3.61,51,26,53.6,0.0,0.953,15.3,58.0,6.87,74.4,17.6,123,13,0
HTL-76340,7,Leisure Beach,Northeast,5,800,0,5.0,158,34,45.8,1.0,0.887,5.6,83.6,13.25,98.5,23.6,373,21,0
HTL-76341,12,Urban Business,Midwest,5,272,0,4.54,57,29,42.5,0.0,0.694,14.5,83.8,9.11,87.3,21.5,237,17,1
HTL-76342,1,Airport,Northeast,3,500,0,3.71,103,14,54.5,1.0,1.107,2.8,77.6,2.75,84.3,10.9,31,7,0
HTL-76343,8,Urban Business,South,3,771,0,3.84,66,21,73.6,0.0,1.123,9.0,76.9,5.49,71.9,6.5,84,25,0
HTL-76344,12,Resort/Destination,Midwest,4,1102,0,4.01,64,35,53.8,1.0,0.992,19.0,88.2,10.66,78.0,30.4,5,14,0
HTL-76345,1,Airport,Northeast,3,79,1,3.61,13,30,54.9,0.0,0.982,17.4,35.0,,79.1,39.2,21,10,0
HTL-76346,6,Airport,West,3,660,0,4.23,102,28,52.8,0.0,1.138,14.5,54.5,3.38,86.8,14.3,22,8,0
HTL-76347,9,Suburban,International,5,545,0,3.35,122,12,35.0,0.0,1.276,9.7,71.0,14.84,70.2,17.3,81,19,1
HTL-76348,10,Suburban,South,4,553,0,4.42,113,6,28.3,0.0,1.222,19.4,79.9,9.56,82.8,16.2,245,20,0
HTL-76349,11,Urban Business,South,4,206,0,3.84,28,34,59.1,0.0,1.052,17.2,64.8,5.88,75.5,35.9,1,24,0
HTL-76350,11,Resort/Destination,West,4,210,0,2.78,26,49,46.5,0.0,1.082,4.7,66.0,3.38,53.1,32.7,125,19,1
HTL-76351,2,Leisure Beach,Northeast,4,562,0,2.85,70,26,63.6,0.0,0.791,11.8,77.9,15.0,74.1,14.6,101,9,0
HTL-76352,6,Suburban,Northeast,5,66,1,4.56,13,26,28.7,0.0,0.854,18.7,96.4,14.4,90.0,29.7,32,7,0
HTL-76353,9,Urban Business,West,3,538,0,,105,19,39.7,0.0,0.615,20.0,55.7,,75.9,9.8,706,22,0
HTL-76354,11,Urban Business,South,4,466,0,3.67,37,37,64.6,1.0,0.982,7.8,86.2,5.81,96.7,43.4,244,11,0
HTL-76355,7,Airport,South,2,547,0,2.92,45,16,46.0,0.0,1.1,16.9,57.2,2.59,71.9,18.4,0,22,0
HTL-76356,6,Leisure Beach,South,3,1081,0,2.61,318,34,48.7,1.0,1.206,14.8,95.5,1.33,85.7,35.7,199,21,0
HTL-76357,3,Leisure Beach,South,4,631,0,4.89,111,25,51.3,0.0,1.215,5.7,45.1,5.45,58.5,7.9,45,10,0
HTL-76358,6,Urban Business,South,2,453,0,2.68,166,6,52.3,0.0,1.007,4.9,77.0,,46.4,29.6,53,19,0
HTL-76359,3,Resort/Destination,West,3,415,0,4.02,57,22,81.6,1.0,0.808,27.2,78.7,5.45,99.0,9.7,53,6,0
HTL-76360,3,Suburban,Midwest,4,997,0,4.29,355,28,52.8,0.0,1.053,8.7,63.9,8.45,92.6,34.8,158,19,0
HTL-76361,7,Leisure Beach,International,3,561,0,3.65,49,12,32.1,0.0,0.957,11.5,90.1,4.83,34.8,18.4,13,16,0
HTL-76362,3,Resort/Destination,West,3,523,0,3.07,96,35,65.7,1.0,0.783,16.2,82.8,0.97,90.9,12.4,237,15,0
